"Keyword Phrase","Keyword Sales","Cerebro IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","Organic","Sponsored Product","Amazon Recommended","Amazon Choice","Highly Rated","Sponsored Brand Header","Sponsored Brand Video","Top Rated From Our Brand","Trending Now","Amazon Rec. Rank","Sponsored Rank","Organic Rank"
"iphones iphones","-",1,129,-39,0.85,0.63,1.06,282,100000,1,0,0,0,0,0,0,0,0,"-","-",217
"portable device charger","-",6,241,-17,1.41,1.2,2.5,341,40000,1,0,0,0,0,0,0,0,0,"-","-",217
"watch charger stand",29,94,937,4,1.15,0.96,1.6,307,10000,1,0,0,0,0,0,0,0,0,"-","-",217
"charger magnetic",23,27,798,42,1.3,0.9,1.85,416,30000,1,0,0,0,0,1,0,0,0,"-","-",217
"apple watch battery",6,95,662,4,1.13,0.9,1.37,235,7000,1,0,0,0,0,0,0,0,0,"-","-",217
"wireless airpods for iphone","-",45,317,61,2.1,1.52,2.44,260,7000,1,0,0,0,0,0,0,0,0,"-","-",217
"iphone base","-",12,242,36,1.05,0.77,1.31,69,20000,1,0,0,0,0,0,0,0,0,"-","-",217
"macbook pro 13 stand","-",160,160,23,,,,139,1000,1,0,0,0,0,0,0,0,0,"-","-",217
"multiple portable charger","-",16,328,-2,,,,248,20000,1,0,0,0,0,0,0,0,0,"-","-",217
"mac book charger",371,561,5607,"-",1.72,1.21,2.1,490,10000,1,0,0,0,0,0,0,0,0,"-","-",217
"phone and watch dock","-","-",0,"-",,,,221,10000,1,0,0,0,0,0,0,0,0,"-","-",217
"power bank carga rapida","-",31,278,9,,,,325,9000,1,0,0,0,0,0,0,0,0,"-","-",217
"magnetic cable usb c to usb c 3 in 1","-","-",0,"-",,,,140,490,1,0,0,0,0,0,0,0,0,"-","-",217
"apple airpods max accessories",32,222,1332,-15,0.82,0.68,1.04,604,6000,1,0,0,0,0,0,0,0,0,"-","-",217
"iphone 14 power bank",4,159,476,6,1.36,1.03,1.58,325,3000,1,0,0,0,0,0,0,0,0,"-","-",217
"airpods max stand charger",1,292,292,-1,,,,185,1000,1,0,0,0,0,0,0,0,0,"-","-",217
"power bank for iphone magnetic",6,383,383,39,,,,297,1000,1,0,0,0,0,0,0,0,0,"-","-",217
"anker usb charger for iphone","-",90,180,-13,,,,239,2000,1,0,0,0,0,0,0,0,0,"-","-",217
"cargador iphone 16 pro",5,40,364,-12,1.58,1.22,1.83,369,9000,1,0,0,0,0,0,0,0,0,"-","-",217
"anker maggo power bank, ultra-slim 10,000mah magnetic battery pack","-",877,264,-10,,,,205,301,1,0,0,0,0,0,0,0,0,"-","-",217
"usb c charger dock","-",12,47,-32,,,,124,4000,1,0,0,0,0,0,0,0,0,"-","-",218
"power bank charging case","-","-",0,"-",,,,180,10000,1,0,0,0,0,0,0,0,0,"-","-",218
"charger stand for apple watch and iphone","-","-",0,"-",,,,191,40000,1,0,0,0,0,0,0,0,0,"-","-",218
"multiple charger station",20,87,871,-11,1.28,1.08,1.67,515,10000,1,0,0,0,0,0,0,0,0,"-","-",218
"charging dock for apple watch","-",45,179,98,1.15,0.87,1.48,141,4000,1,0,0,0,0,0,0,0,0,"-","-",218
"watch iphone charging stand","-",5,262,45,,,,162,50000,1,0,0,0,0,0,0,0,0,"-","-",218
"charger bank for iphone",1,54,377,-9,1.47,1.18,1.76,410,7000,1,0,0,0,0,0,0,0,0,"-","-",218
"apple watch battery charger",17,238,476,23,1.46,0.83,1.5,274,2000,1,0,0,0,0,0,0,0,0,"-","-",218
"fast charging dock iphone","-",30,149,-35,,,,271,5000,1,0,0,0,0,0,0,0,0,"-","-",218
"portable wireless charger power bank",7,52,310,2,,,,318,6000,1,0,0,0,0,0,0,0,0,"-","-",218
"usb c charger station",14,63,500,-7,1.44,1.18,1.93,386,8000,1,0,0,0,0,0,0,0,0,"-","-",218
"apples watches","-",604,229,-37,1.16,0.94,1.46,149,379,1,0,0,0,0,0,0,0,0,"-","-",218
"magnetic watch charger",13,53,480,-1,1.26,0.88,1.5,320,9000,1,0,0,0,0,0,0,0,0,"-","-",218
"2 pack power bank",9,21,414,"-",1.27,1.1,1.45,276,20000,1,0,0,0,0,0,0,0,0,"-","-",218
"desk with charging station",5,74,736,-1,1.02,0.68,1.43,324,10000,1,0,0,0,0,0,0,0,0,"-","-",218
"ear phone converter","-",120,239,"-",,,,235,2000,1,0,0,0,0,0,0,0,0,"-","-",218
"power bank for apple","-",14,138,-13,,,,164,10000,1,0,0,0,0,0,0,0,0,"-","-",218
"anker usb-c",30,184,736,-1,1.49,1.35,1.8,394,4000,1,0,0,0,0,0,0,0,0,"-","-",218
"anker usb-c dock","-",136,136,-15,,,,194,1000,1,0,0,0,0,0,0,0,0,"-","-",218
"portable charger power bank magsafe",41,1434,1410,15,1.23,1.04,1.43,468,983,1,0,0,0,0,0,0,0,0,"-","-",218
"power bank iphone 15 pro max","-",155,309,-6,1.45,0.95,1.88,256,2000,1,0,0,0,0,0,0,0,0,"-","-",218
"portable charger iphone 15 magnetic","-",14,57,-38,,,,165,4000,1,0,0,0,0,0,0,0,0,"-","-",218
"triple charging cord","-",25,246,-28,,,,331,10000,1,0,0,0,0,0,0,0,0,"-","-",218
"usb charging station for multiple devices",54,156,1408,-15,1.59,1.13,1.98,620,9000,1,0,0,0,0,0,0,0,0,"-","-",219
"anker usb c battery pack","-",121,121,-28,1.62,1.13,2.02,173,1000,1,0,0,0,0,0,0,0,0,"-","-",219
"charge iphone",12,4,438,3,1.38,1.18,1.92,424,100000,1,0,0,0,0,0,0,0,0,"-","-",219
"magnetic phone pouch","-",31,156,1,,,,225,5000,1,0,0,0,0,0,0,0,0,"-","-",219
"charger with magnet","-",2,187,-38,,,,243,100000,1,1,0,0,0,0,0,0,0,"-",24,219
"lite phone","-",31,314,35,1.22,1.2,1.78,317,10000,1,0,0,0,0,0,0,0,0,"-","-",219
"mcbook pro charger","-",7,67,-13,,,,147,9000,1,0,0,0,0,0,0,0,0,"-","-",219
"travel portable charger",32,44,1332,51,1.55,1.24,2.13,387,30000,1,0,0,0,0,0,0,0,0,"-","-",219
"adaptador de iphone","-",23,232,34,1.03,0.84,1.3,264,10000,1,0,0,0,0,0,0,0,0,"-","-",219
"portable charger for travel","-",9,259,-9,1.66,1.22,2.14,263,30000,1,0,0,0,0,0,0,0,0,"-","-",219
"applw watch charger","-",25,245,-21,,,,353,10000,1,0,0,0,0,0,0,0,0,"-","-",219
"anker batter pack","-",47,141,-20,,,,256,3000,1,0,0,0,0,0,0,0,0,"-","-",219
"power bank for phone charging","-",15,154,-24,,,,266,10000,1,0,0,0,0,0,0,0,0,"-","-",219
"power pack chargers for iphone","-",15,300,26,,,,232,20000,1,0,0,0,0,0,0,0,0,"-","-",219
"powerbank iphone 15","-",50,149,44,,,,179,3000,1,0,0,0,0,0,0,0,0,"-","-",219
"multiple charging cable for all devices","-",9,268,-11,,,,330,30000,1,0,0,0,0,0,0,0,0,"-","-",219
"charging cube for iphone 16","-",359,288,-7,,,,343,802,1,0,0,0,0,0,0,0,0,"-","-",219
"wireless power bank",86,426,4257,9,1.23,0.76,1.39,659,10000,1,0,1,0,0,0,0,0,0,307,"-",220
"usb charger for travel","-","-",0,"-",,,,204,100000,1,0,0,0,0,0,0,0,0,"-","-",220
"iphone power bank charger case","-","-",0,"-",,,,185,3000,1,0,0,0,0,0,0,0,0,"-","-",220
"apple airpod charger case only","-","-",0,"-",,,,136,7000,1,0,0,0,0,0,0,0,0,"-","-",220
"anker charger battery",5,314,314,40,1.49,1.17,1.77,149,1000,1,0,0,0,0,0,0,0,0,"-","-",220
"mobile power","-",3,318,"-",1.25,0.89,1.69,350,100000,1,0,0,0,0,0,0,0,0,"-","-",220
"anker case",17,1387,1387,24,0.9,0.51,0.91,504,1000,1,0,0,0,0,0,0,0,0,"-","-",220
"wall charger powerbank","-",96,84,-49,,,,144,874,1,0,0,0,0,0,0,0,0,"-","-",220
"anker batteries","-",80,159,-30,,,,203,2000,1,0,0,0,0,0,0,0,0,"-","-",220
"usb c apple watch","-",21,106,-34,,,,155,5000,1,0,0,0,0,0,0,0,0,"-","-",220
"anker buds",4,478,417,8,1.43,1.21,1.79,315,873,1,0,0,0,0,0,0,0,0,"-","-",220
"apple charger battery pack","-",8,226,15,,,,293,30000,1,0,0,0,0,0,0,0,0,"-","-",220
"battery portable power station","-",36,328,55,1.5,1.19,2.03,268,9000,1,0,0,0,0,0,0,0,0,"-","-",220
"charger for mcbook","-",29,294,27,,,,292,10000,1,0,0,0,0,0,0,0,0,"-","-",220
"magnetic phone power bank","-",144,287,-3,,,,303,2000,1,0,0,0,0,0,0,0,0,"-","-",220
"macbook charger'",29,74,736,-38,1.78,1.61,2.04,338,10000,1,0,0,0,0,0,0,0,0,"-","-",220
"magsafe powerbank",34,2708,2315,3,1.19,0.85,1.42,519,855,1,0,0,0,0,0,0,0,0,"-","-",220
"power bank for iphone 13",27,245,736,1,1.53,1.06,1.75,347,3000,1,0,0,0,0,0,0,0,0,"-","-",220
"portable magnetic charger iphone 15","-",55,218,-16,,,,274,4000,1,0,0,0,0,0,0,0,0,"-","-",220
"iphone 15 portable charger magnetic","-",15,60,-29,,,,112,4000,1,0,0,0,0,0,0,0,0,"-","-",220
"magnetic iphone","-",1,29,-17,,,,182,50000,1,0,0,0,0,0,0,0,0,"-","-",220
"iphone 15 apple accessories","-",1,147,-19,0.96,0.72,1.3,272,100000,1,0,0,0,0,0,0,0,0,"-","-",220
"slim power bank magsafe",2,684,423,13,,,,317,618,1,0,0,0,0,0,0,0,0,"-","-",220
"chargers for iphone 16 pro max",31,48,476,10,1.5,1.13,1.75,255,10000,1,0,0,0,0,0,0,0,0,"-","-",220
"3 in 2 charging cable","-",64,257,-22,,,,195,4000,1,0,0,0,0,0,0,0,0,"-","-",220
"backpack power bank","-",57,285,535,,,,169,5000,1,0,0,0,0,0,0,0,0,"-","-",221
"power bank small",10,17,873,-3,1.41,1.01,1.71,258,50000,1,0,0,0,0,0,0,0,0,"-","-",221
"bank charger",10,14,423,28,1.48,1.15,1.82,398,30000,1,0,0,0,0,0,0,0,0,"-","-",221
"charge station for multiple devices",17,50,500,-12,1.36,1.04,1.72,362,10000,1,0,0,0,0,0,0,0,0,"-","-",221
"anker iphone plug","-",116,96,-16,,,,178,830,1,0,0,0,0,0,0,0,0,"-","-",221
"magnetic cables",5,9,375,-17,1.26,1.11,1.42,362,40000,1,0,0,0,0,0,0,0,0,"-","-",221
"airpod battery",16,113,452,-1,1.52,1.06,2.03,116,4000,1,0,0,0,0,0,0,0,0,"-","-",221
"magnetic usb c phone charger","-",19,189,57,,,,264,10000,1,0,0,0,0,0,0,0,0,"-","-",221
"usbc anker charger","-",78,233,-1,,,,321,3000,1,0,0,0,0,0,0,0,0,"-","-",221
"metal iphone charger cord","-",262,262,10,,,,206,1000,1,0,0,0,0,0,0,0,0,"-","-",221
"charge apple","-",22,215,17,,,,148,10000,1,0,0,0,0,0,0,0,0,"-","-",221
"anker charging port","-",92,277,51,1.44,1.06,1.78,164,3000,1,0,0,0,0,0,0,0,0,"-","-",221
"magnetic battery",9,14,425,5,1.19,1.03,1.58,341,30000,1,0,0,0,0,0,0,0,0,"-","-",221
"portable charger for backpack","-",32,222,6,1.27,1.15,1.66,260,7000,1,0,0,0,0,0,0,0,0,"-","-",221
"apple charge",17,5,483,5,2.02,1.41,2.03,422,100000,1,0,0,0,0,0,0,0,0,"-","-",221
"anker iphone charger usb c",9,182,364,-6,1.32,1.28,1.73,218,2000,1,0,0,0,0,0,0,0,0,"-","-",221
"mag safe. charger portable",18,368,736,29,1.1,0.88,1.32,292,2000,1,0,0,0,0,0,0,0,0,"-","-",221
"usb c 3 in 1 charging cable","-",42,42,-13,1.09,0.88,1.43,174,1000,1,0,0,0,0,0,0,0,0,"-","-",221
"portable iphone charger iphone 15","-",11,107,20,1.56,1.23,1.72,217,10000,1,0,0,0,0,0,0,0,0,"-","-",221
"iphone 13 power bank fast charging","-",97,193,-1,,,,113,2000,1,0,0,0,0,0,0,0,0,"-","-",221
"portable power statio","-",32,324,39,,,,335,10000,1,0,0,0,0,0,0,0,0,"-","-",221
"anker phone case iphone 13","-",474,285,24,,,,216,601,1,0,0,0,0,0,0,0,0,"-","-",221
"belkin power bank",58,7786,3574,-7,1.09,0.9,1.64,383,459,1,0,0,0,0,0,0,0,0,"-","-",222
"portable charger accessories","-","-",0,"-",,,,233,50000,1,0,0,0,0,0,0,0,0,"-","-",222
"apple portable iphone charger case","-","-",0,"-",,,,152,6000,1,0,0,0,0,0,0,0,0,"-","-",222
"mophie charger portable","-",61,44,-14,,,,103,724,1,0,0,0,0,0,0,0,0,"-","-",222
"lightweight power bank",18,16,798,10,1.47,1.31,1.82,277,50000,1,0,0,0,0,0,0,0,0,"-","-",222
"portable phone chargers iphone",23,74,736,24,1.56,1.23,1.97,275,10000,1,0,0,0,0,0,0,0,0,"-","-",222
"charging module","-",31,247,-22,,,,296,8000,1,0,0,0,0,0,0,0,0,"-","-",222
"charging station for multiple phones","-",35,317,12,,,,285,9000,1,1,0,0,0,0,0,0,0,"-",20,222
"apple iphone battery pack charger","-",8,152,-15,,,,174,20000,1,0,0,0,0,0,0,0,0,"-","-",222
"portable ohone charger","-",6,172,"-",,,,137,30000,1,0,0,0,0,0,0,0,0,"-","-",222
"iphone 13 phone",7,27,1886,21,0.91,0.61,1.61,565,70000,1,0,0,0,0,0,0,0,0,"-","-",222
"cargador iphone 13",22,87,871,34,1.81,1.42,2.22,369,10000,1,0,0,0,0,0,0,0,0,"-","-",222
"usb c charger for apple watch","-",47,186,-13,1.4,1.05,2.51,363,4000,1,0,0,0,0,0,0,0,0,"-","-",222
"power bank for iphone 13 pro","-",96,191,-27,,,,200,2000,1,0,0,0,0,0,0,0,0,"-","-",222
"cargador iphone 14",20,55,551,"-",2.05,1.55,2.21,297,10000,1,0,0,0,0,0,0,0,0,"-","-",222
"apple watch portable fast charger","-",89,267,-6,1.2,1.01,1.55,246,3000,1,0,0,0,0,0,0,0,0,"-","-",222
"anker power bank 622 magnetic battery","-",723,271,5,1.18,1,1.37,152,375,1,0,0,0,0,0,0,0,0,"-","-",222
"2 pack portable charger iphone","-",25,250,17,,,,230,10000,1,0,0,0,0,0,0,0,0,"-","-",222
"portable charger wireless power bank","-",4,219,"-",,,,242,60000,1,0,0,0,0,0,0,0,0,"-","-",222
"apple+airpods+max","-",30,179,74,,,,165,6000,1,0,0,0,0,0,0,0,0,"-","-",222
"sharge power bank","-",11,340,50,1.43,1.12,2.03,209,30000,1,0,0,0,0,0,0,0,0,"-","-",222
"iphone 15 phones","-",13,939,329,1.74,1.25,2.12,109,70000,1,0,0,0,0,0,0,0,0,"-","-",222
"magsafe iphone 16",4,32,324,-2,0.84,0.64,0.96,430,10000,1,0,0,0,0,0,0,0,0,"-","-",222
"anker power bank usb a","-",388,281,-9,,,,172,724,1,0,0,0,0,0,0,0,0,"-","-",222
"power charger for iphone",23,25,500,-14,1.34,0.99,1.54,369,20000,1,0,0,0,0,0,0,0,0,"-","-",223
"apple ipod charger",28,197,591,4,1.48,1.14,1.85,314,3000,1,0,0,0,0,0,0,0,0,"-","-",223
"iphone airpod","-",9,88,-32,1.46,1.3,1.91,150,10000,1,0,1,0,0,0,0,0,0,309,"-",223
"anker portable battery pack","-",134,268,19,1.8,1.15,1.92,209,2000,1,0,0,0,0,0,0,0,0,"-","-",223
"anker power bank portable charger","-",65,130,-34,,,,221,2000,1,0,0,0,0,0,0,0,0,"-","-",223
"anker fast charger power bank","-",246,246,61,1.24,0.98,1.62,128,1000,1,0,0,0,0,0,0,0,0,"-","-",223
"charging cable 3 in 1","-",21,104,37,1.3,0.95,1.62,219,5000,1,0,0,0,0,0,0,0,0,"-","-",223
"portable bank charger","-",24,236,3,1.39,1.19,1.97,267,10000,1,0,0,0,0,0,0,0,0,"-","-",223
"cell phones with wireless charging","-",1,98,-36,,,,77,100000,1,0,0,0,0,0,0,0,0,"-","-",223
"airpods and watch stand","-",136,272,-1,,,,200,2000,1,0,0,0,0,0,0,0,0,"-","-",223
"anker usb c charger cable iphone","-",128,255,-14,1.08,0.78,1.32,192,2000,1,0,0,0,0,0,0,0,0,"-","-",223
"iphone power bank fast charging","-",42,168,-21,1.6,1.18,1.84,214,4000,1,0,0,0,0,0,0,0,0,"-","-",223
"ultra thin magsafe power bank",3,587,348,114,1.3,1.13,1.55,165,593,1,0,0,0,0,0,0,0,0,"-","-",223
"airpods pro wireless charging","-",3,55,-12,,,,101,20000,1,0,0,0,0,0,0,0,0,"-","-",223
"apple watch series 9 and phone charging station","-",284,281,5,,,,257,991,1,0,0,0,0,0,0,0,0,"-","-",223
"belkin magnetic power bank","-",494,173,-34,,,,204,350,1,0,0,0,0,0,0,0,0,"-","-",223
"macbook pro charger cord magnetic","-",474,253,-3,,,,195,534,1,0,0,0,0,0,0,0,0,"-","-",223
"power bank multiple ports",7,68,410,-22,,,,288,6000,1,0,0,0,0,0,0,0,0,"-","-",224
"iphone wireless charging case","-",3,240,-16,0.81,0.6,1,409,70000,1,0,0,0,0,0,0,0,0,"-","-",224
"apple watch nightstand","-",22,22,-6,,,,172,1000,1,0,0,0,0,0,0,0,0,"-","-",224
"charging station usb c",32,133,1332,25,1.48,1.36,2.21,565,10000,1,0,0,0,0,0,0,0,0,"-","-",224
"travel charger power bank","-",4,152,13,,,,120,40000,1,0,0,0,0,0,0,0,0,"-","-",224
"lightest power bank",3,629,445,8,1.51,1.2,1.6,284,708,1,0,0,0,0,0,0,0,0,"-","-",224
"smallest iphone charger","-",27,265,-2,,,,321,10000,1,0,0,0,0,0,0,0,0,"-","-",224
"power bank with wireless charging",15,47,474,1,1.32,0.82,1.44,289,10000,1,0,0,0,0,0,0,0,0,"-","-",224
"anker ear","-",106,78,-35,,,,80,737,1,0,0,0,0,0,0,0,0,"-","-",224
"power bank inalambrico","-",68,271,-2,,,,252,4000,1,0,0,0,0,0,0,0,0,"-","-",224
"aple watch charger",23,26,257,-8,,,,325,10000,1,0,0,0,0,0,0,0,0,"-","-",224
"airpods'",22,47,939,93,1.26,0.95,1.57,370,20000,1,0,0,0,0,0,0,0,0,"-","-",224
"apple watch charger station dock","-",65,194,38,,,,71,3000,1,0,0,0,0,0,0,0,0,"-","-",224
"cargador iphone 14 pro max",14,46,463,"-",1.93,1.27,2.19,310,10000,1,0,0,0,0,0,0,0,0,"-","-",224
"apple iphone 15 charger",107,95,1891,-8,2.05,1.43,2.3,550,20000,1,0,0,0,0,0,0,0,0,"-","-",224
"iphone 15 pro max stand charger","-",10,48,-43,0.94,0.71,1.17,90,5000,1,0,0,0,0,0,0,0,0,"-","-",224
"magnetic power bank anker","-",343,213,-11,,,,122,621,1,0,0,0,0,0,0,0,0,"-","-",224
"phone battery bank wireless","-",78,233,42,,,,60,3000,1,0,0,0,0,0,0,0,0,"-","-",224
"apple phone portable chargers iphone fast charging","-",9,86,-12,,,,151,10000,1,0,0,0,0,0,0,0,0,"-","-",224
"iphone 15 pro max airpods","-",18,70,12,,,,81,4000,1,0,0,0,0,0,0,0,0,"-","-",224
"lightweight charger power bank","-",14,273,319,,,,231,20000,1,0,0,0,0,0,0,0,0,"-","-",224
"magnetic charging bank for iphone","-",88,265,-1,,,,290,3000,1,0,0,0,0,0,0,0,0,"-","-",224
"iphone charger stand dock","-",81,162,-47,1.09,0.79,1.35,307,2000,1,0,0,0,0,0,0,0,0,"-","-",225
"iphone charger cord apple",8,38,383,-5,1.6,1.16,1.94,301,10000,1,0,0,0,0,0,0,0,0,"-","-",225
"iphone charger real","-",1,87,8,,,,206,100000,1,0,0,0,0,0,0,0,0,"-","-",225
"iphone phone",1,25,2509,17,0.87,0.76,1.11,590,100000,1,0,0,0,0,0,0,0,0,"-","-",225
"macbook power bank",4,498,498,2,1.84,1.06,2.46,261,1000,1,0,0,0,0,0,0,0,0,"-","-",225
"anker dual charger",11,469,469,5,1.86,1.5,2.22,269,1000,1,0,0,0,0,0,0,0,0,"-","-",225
"big power bank",4,24,1200,2,1.85,1.27,2.27,629,50000,1,0,0,0,0,0,0,0,0,"-","-",225
"portable charger apple iphone","-",5,94,-42,,,,231,20000,1,0,0,0,0,0,0,0,0,"-","-",225
"watch desk","-",1,54,81,,,,141,100000,1,0,0,0,0,0,0,0,0,"-","-",225
"anker ear buds",20,939,939,-14,1.69,1.23,1.97,385,1000,1,0,0,0,0,0,0,0,0,"-","-",225
"mophie portable charger iphone","-",18,12,-40,1.45,0.89,1.8,156,655,1,0,0,0,0,0,0,0,0,"-","-",225
"anker usbc dock","-",191,181,-25,,,,197,948,1,0,0,0,0,0,0,0,0,"-","-",225
"iphone wires",17,4,406,19,1.37,1.14,1.6,349,100000,1,0,0,0,0,0,0,0,0,"-","-",225
"usb c charging stand",3,55,443,5,1.05,0.85,1.21,385,8000,1,0,0,0,0,0,0,0,0,"-","-",225
"small charging bank","-",9,271,10,,,,278,30000,1,0,0,0,0,0,0,0,0,"-","-",225
"magnetic power bank charger","-",7,41,-4,1.27,1.11,1.55,203,6000,1,0,0,0,0,0,0,0,0,"-","-",225
"charging pack portable",32,7,664,13,1.48,1.28,2.08,324,100000,1,0,0,0,0,0,0,0,0,"-","-",225
"magsafe battery anker",7,805,383,30,1.64,1.09,2.05,115,476,1,0,0,0,0,0,0,0,0,"-","-",225
"usb c apple watch charger cable","-",33,98,-39,,,,194,3000,1,0,0,0,0,0,0,0,0,"-","-",225
"slim magsafe battery pack",31,1914,1633,6,1.13,0.85,1.42,444,853,1,0,0,0,0,0,0,0,0,"-","-",225
"3 pack iphone fast charger","-",13,250,-9,1.27,1.26,1.69,311,20000,1,0,0,0,0,0,0,0,0,"-","-",225
"cable iphone 14",20,48,483,-10,1.42,1.16,1.87,300,10000,1,0,0,0,0,0,0,0,0,"-","-",225
"apple watch charger portable fast",5,106,317,13,,,,297,3000,1,0,0,0,0,0,0,0,0,"-","-",225
"anker magnetic 622 battery","-",447,174,-25,,,,137,389,1,0,0,0,0,0,0,0,0,"-","-",225
"charging station fast charger","-",18,177,-33,,,,329,10000,1,0,0,0,0,0,0,0,0,"-","-",225
"iphone 16 pro max chargers",38,74,736,24,1.84,1.38,2.1,261,10000,1,0,0,0,0,0,0,0,0,"-","-",225
"iphone 16 charger cord apple certified","-",190,190,-23,,,,231,1000,1,0,0,0,0,0,0,0,0,"-","-",225
"multiple battery charger",3,15,304,11,,,,232,20000,1,0,0,0,0,0,0,0,0,"-","-",226
"usb charging anker","-",37,224,4,,,,250,6000,1,0,0,0,0,0,0,0,0,"-","-",226
"carregador iphone","-",4,177,-26,1.19,0.96,1.32,328,40000,1,0,0,0,0,1,0,0,0,"-","-",226
"charger for macbook",16,43,427,-3,1.15,0.81,1.71,352,10000,1,0,0,0,0,0,0,0,0,"-","-",226
"big portable charger",4,6,472,"-",1.75,1.35,2.17,404,80000,1,0,0,0,0,0,0,0,0,"-","-",226
"duo charger cable","-",545,204,24,,,,213,374,1,0,0,0,0,0,0,0,0,"-","-",226
"i phone under 200 dollars","-",1,92,-46,,,,243,100000,1,0,0,0,0,0,0,0,0,"-","-",226
"giant power bank","-",7,326,-6,,,,230,50000,1,0,0,0,0,0,0,0,0,"-","-",226
"power saving device","-",3,83,-5,1.12,0.82,1.4,95,30000,1,0,0,0,0,0,0,0,0,"-","-",226
"battery charging bank","-",3,67,-63,,,,252,20000,1,0,0,0,0,0,0,0,0,"-","-",226
"magnetic portable charger power bank",10,470,470,1,1.43,0.98,1.64,289,1000,1,0,0,0,0,0,0,0,0,"-","-",226
"apple watch charger 2 pack",19,68,405,-2,1.07,0.77,1.28,250,6000,1,0,0,0,0,0,0,0,0,"-","-",226
"airpods for iphone 12","-",24,144,-26,1.77,1.23,2.08,128,6000,1,0,0,0,0,0,0,0,0,"-","-",226
"i phone 14",30,95,6647,11,1.49,1.07,1.69,657,70000,1,0,0,0,0,0,0,0,0,"-","-",226
"charger bags for travel",18,55,553,28,0.46,0.43,0.6,350,10000,1,0,0,0,0,0,0,0,0,"-","-",226
"usb c watch charger","-",22,108,-28,,,,313,5000,1,0,0,0,0,0,0,0,0,"-","-",226
"iphone 15 charger apple",28,66,664,-3,2.04,1.38,2.42,332,10000,1,0,0,0,0,0,0,0,0,"-","-",226
"power bank for iphone 12 pro","-",31,93,23,,,,93,3000,1,0,0,0,0,0,0,0,0,"-","-",226
"charger bank fast charging",14,59,589,20,1.43,1.14,1.68,300,10000,1,0,0,0,0,0,0,0,0,"-","-",226
"iphone 15 pro max charger apple certified","-",99,197,14,,,,163,2000,1,0,0,0,0,0,0,0,0,"-","-",226
"apple.","-",2,164,71,1.65,1.19,2.07,153,100000,1,0,0,0,0,0,0,0,0,"-","-",226
"super fast charger power bank","-",76,303,38,,,,293,4000,1,0,0,0,0,0,0,0,0,"-","-",226
"clearance power banks","-",4,209,-19,1.2,0.96,1.73,328,50000,1,0,0,0,0,0,0,0,0,"-","-",226
"ear buds for iphone 16 pro max",14,861,491,4,1.37,1.11,1.71,356,570,1,0,0,0,0,0,0,0,0,"-","-",226
"anker zolo magnetic power bank",37,7396,2374,158,1.63,1.14,1.77,263,321,1,0,0,0,0,0,0,0,0,"-","-",226
"anker zolo magnetic power bank, 10,000mah wireless portable charger with 30w max fast charging, batt","-",544,174,-25,1.86,0.96,1.96,186,320,1,0,0,0,0,0,0,0,0,"-","-",226
"multiple iphone charging station",14,94,469,"-",1.46,0.92,1.81,404,5000,1,0,0,0,0,0,0,0,0,"-","-",227
"usb c portable charger anker","-",152,152,-38,,,,202,1000,1,0,0,0,0,0,0,0,0,"-","-",227
"travel electronics",27,19,1897,99,0.69,0.54,0.98,515,100000,1,0,0,0,0,0,0,0,0,"-","-",227
"magsafe battery",111,1066,4265,13,1.28,0.82,1.53,499,4000,1,0,0,0,0,0,0,0,0,"-","-",227
"dock station for macbook pro","-",131,262,-2,1.89,1.49,2.32,393,2000,1,0,0,0,0,0,0,0,0,"-","-",227
"3 in one charger cable","-",56,168,-11,,,,347,3000,1,0,0,0,0,0,0,0,0,"-","-",227
"anker usb c dock",14,736,736,-7,1.58,1.11,2.64,229,1000,1,0,0,0,0,0,0,0,0,"-","-",227
"anker power bank for iphone",10,518,487,8,1.43,0.98,2.06,249,941,1,0,0,0,0,0,0,0,0,"-","-",227
"power mobile charger","-",2,171,-43,,,,202,100000,1,0,0,0,0,0,0,0,0,"-","-",227
"travel battery bank","-",19,170,-18,0.97,0.74,1.19,322,9000,1,0,0,0,0,0,0,0,0,"-","-",227
"portable wireless charger usb c","-",9,174,-25,,,,212,20000,1,0,0,0,0,0,0,0,0,"-","-",227
"phone charger battery pack portable anker","-",271,271,6,,,,252,1000,1,0,0,0,0,0,0,0,0,"-","-",227
"iphone fast charger 3 pack","-",5,101,-15,1.42,1.24,1.87,108,20000,1,0,0,0,0,0,0,0,0,"-","-",227
"anker portable charger iphone 14","-",175,157,-17,1.25,0.9,1.31,246,895,1,1,0,0,0,0,0,0,0,"-",29,227
"fast charging power bank for iphone","-",65,261,14,,,,323,4000,1,0,0,0,0,0,0,0,0,"-","-",227
"3 in one charger cord","-",125,249,25,,,,197,2000,1,0,0,0,0,0,0,0,0,"-","-",227
"iphone charging bank portable charger","-",76,304,-5,,,,339,4000,1,0,0,0,0,0,0,0,0,"-","-",227
"apple charging cube usb c","-",286,286,-19,,,,255,1000,1,0,0,0,0,0,0,0,0,"-","-",227
"phone charging cables for multiple devices","-",22,220,-12,,,,368,10000,1,0,0,0,0,0,0,0,0,"-","-",227
"anker power bank battery pack","-",229,229,12,,,,172,1000,1,0,0,0,0,0,0,0,0,"-","-",227
